order_item_id,order_id,product_id,quantity,unit_price,discount
2277,1013,28,-1,749.19,0.0
2322,1031,241,-1,306.12,0.0
2406,1072,154,-1,115.68,0.05
2418,1077,71,-1,362.18,0.0
2455,1092,44,-1,6.81,0.1
2474,1101,173,-1,587.7,0.0
2475,1101,248,-1,75.61,0.0
2479,1102,293,-1,709.48,0.0
2531,1129,107,-1,963.92,0.05
2546,1135,91,-1,369.86,0.0
2571,1146,31,-1,976.57,0.0
2670,1189,93,-1,98.57,0.0
2686,1194,136,-1,974.39,0.05
2729,1212,2,-1,807.37,0.0
2762,1228,218,-1,127.17,0.2
2769,1231,266,-1,110.99,0.0
2770,1231,13,-1,152.16,0.0
2784,1237,112,-1,10.73,0.0
2790,1241,28,-1,749.19,0.05
2799,1244,45,-1,511.39,0.0
2857,1270,62,-1,244.7,0.0
2898,1288,296,-1,361.73,0.0
2947,1310,118,-1,611.17,0.1
2998,1332,290,-1,908.96,0.15
3042,1358,270,-1,34872.0,0.15
3075,1373,78,-1,213.82,0.0
3085,1377,95,-1,711.68,0.0
3100,1381,131,-1,797.13,0.1
3157,1407,277,-1,437.32,0.05
3162,1409,96,-1,682.77,0.0
3264,1450,90,-1,219.22,0.2
3283,1458,257,-1,8.4,0.0
3335,1480,25,-1,282.92,0.0
3356,1491,151,-1,625.19,0.0
3386,1502,239,-1,517.8,0.05
3454,1534,70,-1,402.01,0.1
3570,1580,207,-1,518.71,0.0
3585,1588,295,-1,139.02,0.05
3602,1596,6,-1,531.19,0.0
3670,1624,267,-1,253.7,0.0
3672,1625,168,-1,649.6,0.0
3714,1645,109,-1,59.23,0.0
3758,1666,244,-1,263.25,0.0
3863,1705,242,-1,166.1,0.0
3876,1709,211,-1,943.9,0.1
3950,1740,169,-1,458.05,0.0
3963,1749,143,-1,421.93,0.0
3971,1753,36,-1,749.87,0.0
3974,1755,48,-1,231.62,0.2
4016,1771,295,-1,139.02,0.0
4045,1784,289,-1,635.36,0.0
4085,1803,16,-1,245.66,0.0
4089,1804,254,-1,286.86,0.05
4119,1816,274,-1,528.78,0.0
4129,1820,282,-1,280.61,0.15
4133,1822,148,-1,304.48,0.2
4194,1848,199,-1,51.0,0.0
4199,1850,209,-1,797.01,0.0
4220,1860,211,-1,943.9,0.0
4249,1874,254,-1,286.86,0.0
4259,1877,232,-1,71.83,0.15
4284,1889,140,-1,500.02,0.1
4298,1895,295,-1,139.02,0.0
4317,1903,48,-1,231.62,0.05
4330,1909,69,-1,274.11,0.0
4373,1928,254,-1,286.86,0.1
4394,1938,167,-1,39.88,0.0
4413,1947,285,-1,667.54,0.0
4425,1953,96,-1,682.77,0.0
4445,1961,182,-1,500.91,0.0
4493,1986,213,-1,111.83,0.0
4653,2053,83,-1,243.1,0.05
4663,2056,14,-1,90.93,0.0
4720,2080,265,-1,839.64,0.0
4721,2080,12,-1,156.75,0.0
4739,2088,137,-1,316.92,0.0
4779,2106,60,-1,148.68,0.05
4797,2112,26,-1,259.69,0.0
4803,2116,166,-1,278.38,0.0
4837,2130,102,-1,396.98,0.0
4917,2166,231,-1,410.59,0.0
4946,2179,93,-1,98.57,0.0
4989,2198,219,-1,211.99,0.05
5025,2215,154,-1,115.68,0.0
5032,2217,38,-1,364.99,0.15
5047,2228,212,-1,445.65,0.0
5049,2228,113,-1,55.28,0.0
5053,2230,161,-1,68.77,0.0
5093,2251,225,-1,939.11,0.05
5150,2279,249,-1,682.27,0.0
5154,2281,209,-1,797.01,0.05
5162,2286,162,-1,126.53,0.0
5189,2300,264,-1,16.2,0.0
5242,2327,205,-1,367.74,0.05
5255,2333,58,-1,87.55,0.05
5282,2346,196,-1,518.75,0.15
5346,2376,85,-1,530.7,0.2
5348,2377,118,-1,611.17,0.1
5445,2424,132,-1,299.38,0.2
5453,2429,89,-1,247.06,0.0
5474,2435,244,-1,263.25,0.0
5542,2463,160,-1,150.1,0.0
5569,2476,117,-1,567.69,0.15
5579,2478,35,-1,425.48,0.05
5688,2530,279,-1,226.81,0.05
5759,2558,78,-1,213.82,0.0
5791,2570,29,-1,103.82,0.1
5794,2570,97,-1,628.48,0.1
5823,2581,16,-1,245.66,0.05
5843,2593,168,-1,649.6,0.0
5852,2597,79,-1,308.93,0.0
5870,2604,110,-1,52.92,0.2
6006,2660,50,-1,240.1,0.05
6079,2690,209,-1,797.01,0.0
6202,2745,160,-1,150.1,0.2
6221,2751,34,-1,399.8,0.0
6249,2763,299,-1,725.08,0.1
6360,2810,191,-1,457.7,0.0
6393,2822,86,-1,443.6,0.0
6398,2825,136,-1,974.39,0.15
6421,2833,1,-1,433.54,0.0
6424,2833,10,-1,309.24,0.0
6505,2865,245,-1,11506.5,0.15
6529,2878,300,-1,133.29,0.0
6585,2899,248,-1,75.61,0.05
6586,2900,221,-1,704.75,0.0
6606,2907,105,-1,375.87,0.15
6611,2909,114,-1,23.97,0.0
6627,2915,178,-1,563.12,0.0
6690,2946,204,-1,578.66,0.05
6691,2946,147,-1,517.03,0.1
6706,2953,42,-1,328.75,0.05
6748,2973,101,-1,488.42,0.0
6799,2994,255,-1,249.2,0.0
6810,2999,98,-1,71.96,0.0
6828,3008,20,-1,548.49,0.0
6844,3015,7,-1,357.42,0.0
6854,3019,228,-1,162.75,0.0
6890,3036,205,-1,367.74,0.0
7020,3087,107,-1,963.92,0.0
7033,3092,194,-1,222.76,0.15
7143,3139,24,-1,696.97,0.15
7178,3156,158,-1,282.03,0.0
7219,3172,90,-1,219.22,0.0
7235,3178,283,-1,680.49,0.0
7327,3223,235,-1,370.09,0.0
7330,3224,221,-1,704.75,0.0
7360,3239,228,-1,162.75,0.0
7381,3248,47,-1,513.39,0.15
7389,3250,228,-1,162.75,0.05
7425,3266,265,-1,839.64,0.15
7469,3285,207,-1,518.71,0.0
7470,3285,260,-1,619.66,0.05
7498,3299,220,-1,475.38,0.1
7556,3321,257,-1,8.4,0.0
7639,3359,243,-1,746.93,0.0
7648,3363,129,-1,492.47,0.0
7655,3366,156,-1,372.8,0.0
7772,3411,6,-1,531.19,0.0
7784,3420,45,-1,511.39,0.2
7796,3427,192,-1,697.79,0.15
7889,3467,242,-1,166.1,0.0
7914,3479,270,-1,34872.0,0.0
7942,3497,254,-1,286.86,0.0
7959,3503,139,-1,835.42,0.0
7972,3509,168,-1,649.6,0.05
8005,3526,277,-1,437.32,0.1
8056,3551,286,-1,47.93,0.0
8058,3551,82,-1,235.49,0.05
8144,3586,173,-1,587.7,0.0
8169,3598,54,-1,679.71,0.2
8187,3605,121,-1,183.38,0.05
8195,3609,260,-1,619.66,0.05
8219,3618,158,-1,282.03,0.0
8224,3620,129,-1,492.47,0.0
8239,3625,190,-1,707.42,0.0
8299,3650,41,-1,376.48,0.1
8319,3658,94,-1,514.73,0.0
8378,3688,238,-1,192.17,0.0
8389,3694,184,-1,278.4,0.0
8399,3698,41,-1,376.48,0.0
8416,3707,180,-1,843.45,0.0
8573,3778,210,-1,177.09,0.0
8608,3794,230,-1,829.69,0.0
8621,3799,112,-1,10.73,0.05
8636,3805,115,-1,251.88,0.0
8639,3807,218,-1,127.17,0.2
8699,3835,150,-1,182.12,0.15
8718,3843,221,-1,704.75,0.2
8757,3860,160,-1,150.1,0.0
8835,3892,218,-1,127.17,0.05
8858,3902,148,-1,304.48,0.0
8931,3929,65,-1,460.75,0.0
8949,3934,198,-1,266.02,0.1
8957,3937,37,-1,608.8,0.0
8970,3944,124,-1,640.23,0.0
9015,3964,248,-1,75.61,0.0
9104,4003,111,-1,227.31,0.15
9152,4024,255,-1,249.2,0.05
9153,4024,1,-1,433.54,0.15
9191,4042,174,-1,864.84,0.0
9198,4045,191,-1,457.7,0.15
9209,4049,278,-1,402.71,0.15
9210,4050,215,-1,501.1,0.0
9226,4055,150,-1,182.12,0.0
9246,4064,119,-1,519.85,0.0
9275,4077,100,-1,283.25,0.0
9331,4102,261,-1,429.63,0.1
9336,4103,292,-1,425.68,0.1
9337,4104,127,-1,111.4,0.0
9473,4161,249,-1,682.27,0.05
9510,4177,268,-1,23.79,0.0
9576,4208,249,-1,682.27,0.0
9590,4214,259,-1,533.22,0.15
9596,4217,276,-1,341.21,0.1
9627,4227,79,-1,308.93,0.1
9681,4254,50,-1,240.1,0.15
9686,4255,45,-1,511.39,0.1
9725,4271,66,-1,447.18,0.1
9748,4283,91,-1,369.86,0.05
9749,4283,162,-1,126.53,0.1
9754,4284,99,-1,496.87,0.05
9803,4303,248,-1,75.61,0.0
9839,4318,277,-1,437.32,0.0
9908,4352,15,-1,536.46,0.0
10012,4393,213,-1,111.83,0.0
10018,4395,38,-1,364.99,0.2
10031,4400,129,-1,492.47,0.0
10038,4402,148,-1,304.48,0.0
10044,4404,119,-1,519.85,0.15
10058,4410,42,-1,328.75,0.0
10103,4429,68,-1,133.13,0.0
10133,4442,231,-1,410.59,0.0
10173,4464,80,-1,166.05,0.2
10183,4467,164,-1,446.58,0.2
10218,4480,37,-1,608.8,0.0
10232,4487,226,-1,211.98,0.1
10234,4487,61,-1,512.76,0.2
10253,4494,77,-1,103.53,0.0
10339,4534,140,-1,500.02,0.1
10396,4557,78,-1,213.82,0.05
10412,4564,175,-1,600.57,0.1
10492,4600,208,-1,260.07,0.0
10510,4611,21,-1,614.24,0.1
10511,4612,122,-1,607.34,0.0
10526,4621,261,-1,429.63,0.15
10624,4670,265,-1,839.64,0.0
10628,4671,41,-1,376.48,0.1
10641,4678,88,-1,275.21,0.05
10690,4701,27,-1,686.85,0.15
10727,4717,99,-1,496.87,0.05
10804,4755,116,-1,862.37,0.0
10805,4755,66,-1,447.18,0.1
10824,4761,77,-1,103.53,0.0
10826,4761,21,-1,614.24,0.0
10853,4773,120,-1,146.96,0.0
10868,4778,99,-1,496.87,0.1
10880,4783,57,-1,510.39,0.0
10944,4812,51,-1,863.34,0.0
10960,4817,135,-1,550.83,0.05
10994,4831,171,-1,14.73,0.0
11040,4853,285,-1,667.54,0.0
11042,4854,226,-1,211.98,0.0
11123,4887,228,-1,162.75,0.0
11141,4897,219,-1,211.99,0.0
11146,4898,37,-1,608.8,0.0
11147,4899,274,-1,528.78,0.0
11156,4904,89,-1,247.06,0.0
11157,4905,82,-1,235.49,0.1
11158,4905,297,-1,89.43,0.05
11177,4912,214,-1,304.46,0.0
11223,4929,250,-1,8284.0,0.0
11331,4977,234,-1,486.72,0.0
11342,4981,203,-1,431.09,0.0
11389,4997,279,-1,226.81,0.0
11408,5006,293,-1,709.48,0.0
11414,5008,292,-1,425.68,0.0
11423,5012,144,-1,299.76,0.0
11508,5049,259,-1,533.22,0.0
11517,5054,120,-1,146.96,0.05
11545,5069,135,-1,550.83,0.0
11560,5077,148,-1,304.48,0.0
11568,5082,194,-1,222.76,0.05
11579,5087,55,-1,395.52,0.0
11582,5089,90,-1,219.22,0.0
11627,5106,101,-1,488.42,0.2
11663,5118,133,-1,479.79,0.05
11669,5121,273,-1,560.24,0.1
11760,5159,254,-1,286.86,0.05
11795,5173,77,-1,103.53,0.1
11803,5178,238,-1,192.17,0.0
11925,5234,46,-1,397.56,0.2
11933,5238,265,-1,839.64,0.05
12059,5303,182,-1,500.91,0.2
12099,5320,270,-1,34872.0,0.0
12122,5332,16,-1,245.66,0.0
12178,5353,264,-1,16.2,0.0
12190,5359,142,-1,717.32,0.15
12196,5363,12,-1,156.75,0.15
12215,5370,243,-1,746.93,0.0
12260,5391,109,-1,59.23,0.05
12282,5402,228,-1,162.75,0.0
12328,5420,177,-1,156.12,0.0
12341,5426,259,-1,533.22,0.0
12377,5440,49,-1,850.7,0.2
12465,5478,2,-1,807.37,0.0
12696,5587,24,-1,696.97,0.1
12713,5593,213,-1,111.83,0.05
12781,5626,18,-1,35.67,0.0
12831,5653,136,-1,974.39,0.15
12846,5661,152,-1,910.86,0.0
12849,5662,273,-1,560.24,0.05
12861,5668,117,-1,567.69,0.05
12870,5670,74,-1,171.2,0.0
12963,5709,121,-1,183.38,0.05
12994,5722,134,-1,541.79,0.2
13037,5746,89,-1,247.06,0.0
13067,5760,38,-1,364.99,0.0
13110,5777,172,-1,104.56,0.0
13139,5793,33,-1,217.73,0.2
13170,5806,253,-1,621.95,0.1
13218,5830,116,-1,862.37,0.1
13234,5837,245,-1,11506.5,0.15
13291,5865,270,-1,34872.0,0.0
13315,5875,294,-1,141.94,0.0
13363,5898,94,-1,514.73,0.0
13387,5910,224,-1,23.12,0.15
13461,5941,255,-1,249.2,0.0
13544,5979,246,-1,574.84,0.05
13573,5992,147,-1,517.03,0.15
13623,6013,18,-1,35.67,0.0
13644,6025,208,-1,260.07,0.0
13721,6061,268,-1,23.79,0.0
13759,6073,245,-1,11506.5,0.1
13781,6085,187,-1,127.57,0.0
13837,6108,137,-1,316.92,0.0
13840,6110,161,-1,68.77,0.05
13843,6112,226,-1,211.98,0.05
13905,6145,204,-1,578.66,0.0
13954,6169,182,-1,500.91,0.0
14090,6235,95,-1,711.68,0.0
14119,6249,166,-1,278.38,0.1
14126,6251,277,-1,437.32,0.0
14131,6252,179,-1,478.65,0.1
14142,6258,291,-1,19.78,0.15
14156,6266,122,-1,607.34,0.0
14166,6269,202,-1,514.85,0.0
14205,6285,87,-1,564.0,0.1
14232,6294,146,-1,443.54,0.15
14293,6327,233,-1,82.49,0.0
14295,6327,245,-1,11506.5,0.0
14296,6328,18,-1,35.67,0.1
14306,6332,257,-1,8.4,0.15
14396,6370,231,-1,410.59,0.0
14417,6381,164,-1,446.58,0.05
14473,6403,101,-1,488.42,0.05
14495,6415,44,-1,6.81,0.0
14520,6427,163,-1,598.68,0.0
14526,6430,298,-1,238.39,0.0
14530,6431,55,-1,395.52,0.0
14572,6451,86,-1,443.6,0.15
14690,6503,152,-1,910.86,0.2
14744,6533,198,-1,266.02,0.1
14764,6542,197,-1,538.79,0.0
14783,6550,202,-1,514.85,0.0
14792,6554,135,-1,550.83,0.0
14845,6578,166,-1,278.38,0.0
14861,6586,144,-1,299.76,0.0
14875,6593,220,-1,475.38,0.1
14876,6593,86,-1,443.6,0.05
14974,6633,160,-1,150.1,0.2
15035,6657,188,-1,550.0,0.0
15052,6668,20,-1,548.49,0.0
15054,6668,16,-1,245.66,0.0
15085,6681,102,-1,396.98,0.0
15121,6697,45,-1,511.39,0.05
15138,6702,13,-1,152.16,0.0
15169,6717,167,-1,39.88,0.15
15201,6732,261,-1,429.63,0.0
15278,6768,138,-1,54.35,0.0
15280,6768,33,-1,217.73,0.0
15296,6774,110,-1,52.92,0.0
15334,6789,265,-1,839.64,0.1
15417,6826,64,-1,29.71,0.0
15446,6842,91,-1,369.86,0.0
15598,6912,41,-1,376.48,0.1
15667,6942,299,-1,725.08,0.0
15778,6986,113,-1,55.28,0.0
15800,6993,103,-1,456.96,0.0
15836,7006,86,-1,443.6,0.1
15859,7016,31,-1,976.57,0.0
15962,7069,150,-1,182.12,0.2
15967,7072,102,-1,396.98,0.0
16046,7104,21,-1,614.24,0.15
16053,7106,291,-1,19.78,0.2
16058,7110,175,-1,600.57,0.0
16061,7111,224,-1,23.12,0.05
16106,7134,281,-1,146.98,0.05
16118,7138,140,-1,500.02,0.0
16150,7154,14,-1,90.93,0.0
16203,7173,212,-1,445.65,0.05
16212,7178,165,-1,605.76,0.0
16240,7186,185,-1,582.19,0.0
16259,7194,26,-1,259.69,0.05
16297,7214,156,-1,372.8,0.0
16299,7215,84,-1,43.2,0.05
16325,7225,172,-1,104.56,0.0
16399,7255,193,-1,351.11,0.0
16414,7263,28,-1,749.19,0.0
16431,7272,257,-1,8.4,0.15
16452,7283,280,-1,121.8,0.0
16459,7285,112,-1,10.73,0.0
16499,7301,293,-1,709.48,0.0
16502,7303,252,-1,274.43,0.2
16509,7304,166,-1,278.38,0.0
16538,7318,277,-1,437.32,0.1
16563,7332,232,-1,71.83,0.0
16629,7363,276,-1,341.21,0.0
16633,7365,137,-1,316.92,0.15
16656,7372,96,-1,682.77,0.15
16701,7390,156,-1,372.8,0.1
16782,7437,72,-1,286.08,0.15
16789,7440,212,-1,445.65,0.0
16820,7455,151,-1,625.19,0.2
16861,7477,151,-1,625.19,0.05
16871,7482,187,-1,127.57,0.1
16904,7498,107,-1,963.92,0.0
16933,7511,35,-1,425.48,0.0
17111,7592,210,-1,177.09,0.0
17150,7608,296,-1,361.73,0.0
17175,7619,183,-1,942.96,0.0
17184,7623,193,-1,351.11,0.2
17200,7627,242,-1,166.1,0.0
17207,7629,31,-1,976.57,0.1
17247,7650,133,-1,479.79,0.0
17271,7662,53,-1,192.38,0.2
17281,7666,9,-1,66.57,0.0
17335,7688,34,-1,399.8,0.0
17352,7695,178,-1,563.12,0.0
17353,7695,168,-1,649.6,0.0
17354,7696,51,-1,863.34,0.0
17369,7703,13,-1,152.16,0.0
17398,7716,244,-1,263.25,0.0
17403,7717,57,-1,510.39,0.0
17452,7739,69,-1,274.11,0.05
17502,7760,217,-1,479.18,0.05
17508,7762,201,-1,567.68,0.0
17556,7780,28,-1,749.19,0.1
17592,7801,82,-1,235.49,0.0
17657,7826,219,-1,211.99,0.0
17675,7833,81,-1,779.01,0.0
17716,7852,34,-1,399.8,0.15
17746,7863,112,-1,10.73,0.0
17769,7871,237,-1,335.88,0.05
17795,7884,182,-1,500.91,0.0
17823,7896,53,-1,192.38,0.05
17840,7904,175,-1,600.57,0.0
17884,7925,231,-1,410.59,0.1
17889,7927,204,-1,578.66,0.0
17976,7965,272,-1,5.69,0.05
17990,7974,91,-1,369.86,0.1
18027,7986,63,-1,430.39,0.0
18087,8014,268,-1,23.79,0.05
18103,8021,226,-1,211.98,0.0
18260,8092,17,-1,953.82,0.05
18269,8098,122,-1,607.34,0.05
18295,8108,107,-1,963.92,0.0
18363,8137,169,-1,458.05,0.0
18408,8160,232,-1,71.83,0.0
18519,8212,136,-1,974.39,0.15
18532,8216,186,-1,290.81,0.2
18539,8218,101,-1,488.42,0.0
18559,8228,49,-1,850.7,0.0
18581,8235,98,-1,71.96,0.0
18583,8235,249,-1,682.27,0.1
18605,8243,121,-1,183.38,0.05
18647,8263,145,-1,61.15,0.0
18724,8296,251,-1,439.11,0.0
18726,8297,23,-1,235.35,0.0
18750,8307,176,-1,199.39,0.05
18919,8380,170,-1,723.66,0.0
18924,8385,32,-1,338.4,0.0
18994,8414,45,-1,511.39,0.0
18999,8415,39,-1,412.64,0.0
19025,8425,236,-1,55.21,0.0
19033,8428,174,-1,864.84,0.0
19044,8433,252,-1,274.43,0.0
19088,8450,155,-1,607.36,0.0
19093,8454,146,-1,443.54,0.15
19121,8465,188,-1,550.0,0.15
19139,8472,106,-1,150.04,0.0
19163,8482,218,-1,127.17,0.0
19206,8499,138,-1,54.35,0.0
19271,8526,93,-1,98.57,0.0
19359,8566,73,-1,346.78,0.0
19395,8580,223,-1,57.85,0.05
19400,8583,189,-1,24.7,0.15
19424,8591,16,-1,245.66,0.1
19440,8598,30,-1,477.17,0.2
19452,8603,103,-1,456.96,0.15
19492,8619,236,-1,55.21,0.05
19568,8656,17,-1,953.82,0.0
19576,8658,124,-1,640.23,0.1
19577,8659,225,-1,939.11,0.05
19621,8680,34,-1,399.8,0.0
19634,8687,103,-1,456.96,0.05
19715,8727,159,-1,818.3,0.0
19722,8729,97,-1,628.48,0.1
19828,8771,16,-1,245.66,0.05
19849,8780,297,-1,89.43,0.2
20001,8847,260,-1,619.66,0.0
20019,8855,18,-1,35.67,0.0
20111,8890,10,-1,309.24,0.2
20112,8891,78,-1,213.82,0.15
20124,8896,7,-1,357.42,0.0
20179,8922,226,-1,211.98,0.1
20203,8933,33,-1,217.73,0.15
20242,8946,58,-1,87.55,0.0
20284,8968,179,-1,478.65,0.1
20333,8987,111,-1,227.31,0.0
20347,8994,79,-1,308.93,0.0
