review_id,product_id,customer_id,rating,review_date,review_text,has_review_text
202,122,212,3.0,2023-09-19,Challenge technology under one determine smile become stop finish mean seem senior.,1
203,146,1795,5.0,2024-10-15,Which activity structure five call house second business offer skin bag eat tax call.,1
204,36,2294,5.0,2022-07-31,World film position firm building rich amount arrive most step something talk response amount foreign.,1
205,156,1188,4.0,2023-08-03,Federal research deal attorney gas recent skin many here.,1
206,195,1413,1.0,2024-12-01,,0
207,217,491,5.0,2024-05-07,Cause key describe give result husband early good sometimes art according free focus.,1
208,212,1193,4.0,2024-06-07,Bed plan factor program beat free history heart once nothing ground smile break.,1
209,189,1975,5.0,2024-07-31,Face hotel quickly amount care meet drive main lead talk name instead.,1
210,227,2406,2.0,2022-04-06,,0
211,18,1413,4.0,2024-02-06,Important gas economic computer bank southern eight stage raise baby throw perhaps.,1
212,139,682,5.0,2022-06-08,,0
213,5,1124,1.0,2024-06-17,Where follow through friend the play federal stock amount health buy country nice ability.,1
214,206,809,4.0,2024-03-28,Woman across central information instead value meeting bill plant put law more often option.,1
215,116,2499,5.0,2023-12-07,Unit offer offer and manager employee series true team phone.,1
216,139,117,4.0,2022-12-19,Now community Mr teach voice meeting she.,1
217,242,1283,5.0,2024-09-06,Senior go talk down story forget security law suffer but entire cultural.,1
218,6,125,4.0,2023-01-20,South whether world small serious stuff star simply she along figure decade mean.,1
219,124,2107,4.0,2023-05-01,Top medical day like prepare grow mention run Democrat exist little add economy discussion across.,1
220,188,2050,5.0,2023-11-05,,0
221,21,1680,5.0,2023-07-24,,0
222,100,595,5.0,2023-08-19,Performance both week cover stay them wide.,1
223,67,1285,4.0,2023-02-27,Nation how give skin wide under attack suggest television.,1
224,253,2162,5.0,2022-06-01,,0
225,41,957,4.0,2024-09-19,Thus particularly right green left account serious at argue real.,1
226,134,222,5.0,2022-12-29,Stuff evening north city he sit style poor arrive lot pattern better plant certain seek name.,1
227,11,1886,5.0,2023-10-06,Agreement room newspaper character hope eight value imagine contain health yeah success soldier control.,1
228,62,1493,5.0,2023-11-26,,0
229,227,2445,4.0,2022-09-17,,0
230,95,301,4.0,2023-08-31,Enter three population degree information blue stock.,1
231,69,1733,4.0,2023-11-09,Along figure moment between high anyone activity.,1
232,169,603,5.0,2024-04-06,,0
233,53,908,5.0,2023-05-27,Human reason college various charge along organization single door throw increase career number cultural when.,1
234,159,1565,5.0,2024-12-18,,0
235,31,1279,4.0,2024-10-03,,0
236,44,446,3.0,2024-03-07,All fund little fine art manager carry western none activity sometimes democratic left couple single pressure.,1
237,279,1685,5.0,2023-04-06,Civil board music herself among meeting this pretty many.,1
238,213,384,5.0,2022-12-27,,0
239,230,523,3.0,2022-06-16,Build sound effect thank report evidence imagine born many.,1
240,117,351,5.0,2024-04-20,,0
241,225,2342,5.0,2023-10-29,Cold space who listen according either each approach within stay service fall skill total contain.,1
242,68,2104,2.0,2023-03-17,Behavior however century Congress treat establish bank west trial.,1
243,299,1798,5.0,2024-10-08,On figure statement something listen Congress pay.,1
244,252,1742,5.0,2023-07-20,,0
245,140,1746,2.0,2024-01-04,Purpose inside personal firm different candidate important prepare owner feel.,1
246,201,2008,4.0,2024-05-04,,0
247,127,713,2.0,2022-01-22,Agency wife care way still grow music born already black offer book western Mr two.,1
248,194,11,3.0,2023-10-11,Color involve thing year reflect run sort those.,1
249,232,426,3.0,2023-03-08,Look into these wonder purpose camera less yourself traditional matter especially.,1
250,220,851,4.0,2022-02-18,Else memory discuss start newspaper become north occur make people note beat feeling anyone.,1
251,201,1018,5.0,2023-10-27,Say shake value shoulder wall cut part room campaign culture for discover music member establish.,1
252,30,1561,2.0,2024-05-07,Mean bring off month five it challenge.,1
253,246,1160,4.0,2022-10-25,Collection young current risk rather sea term.,1
254,240,2039,3.0,2025-01-01,Total ability decade design article adult million eat factor research idea dream.,1
255,68,1111,4.0,2023-04-23,Partner about minute should nothing bed edge image.,1
256,5,2372,5.0,2024-08-20,Age western sure his send physical star.,1
257,183,1989,2.0,2022-03-05,Rate cut lead story pull war officer least respond.,1
258,285,1104,4.0,2023-08-12,,0
259,190,1178,2.0,2024-11-13,Hold my run feel writer week wall.,1
260,91,54,5.0,2024-01-19,Interesting yourself home American age others subject operation everyone despite its three rich each knowledge.,1
261,63,606,2.0,2022-02-17,Model be begin page position reason form center.,1
262,270,682,5.0,2023-04-22,While finally win country employee summer activity guy food dream include air focus want parent.,1
263,127,868,5.0,2023-01-14,Exist three event identify kid respond believe nearly environment popular administration.,1
264,196,1056,5.0,2022-11-24,Relationship much before medical turn present message others short.,1
265,119,1685,4.0,2023-06-21,Chance three cell most may attorney energy.,1
266,95,889,4.0,2024-05-16,Toward life smile grow wife in civil us general lawyer across beautiful.,1
267,61,1113,3.0,2023-09-23,Behind sign wear necessary forward near rather voice pick skill window generation adult program throughout boy.,1
268,62,2019,4.0,2022-11-05,,0
269,136,950,5.0,2022-01-14,Article own despite enough impact approach campaign.,1
270,96,1565,3.0,2024-07-31,Mission leader ahead rich second compare worker camera same understand.,1
271,174,1753,4.0,2023-12-21,Attention become ahead toward water resource activity save itself foot what sign room.,1
272,22,1408,5.0,2023-09-29,,0
273,205,518,2.0,2023-06-04,Fine rise wife figure concern certain key would system feel stay.,1
274,234,2021,5.0,2022-11-04,Blood because door hand rest sometimes work.,1
275,138,670,4.0,2023-12-25,,0
276,51,2496,4.0,2022-05-04,Man chance dog next instead make important college vote series see.,1
277,31,340,5.0,2023-04-24,Step property consumer laugh about hot industry speak various.,1
278,140,1079,5.0,2024-01-30,,0
279,256,416,3.0,2024-08-08,Well task everybody baby unit these this impact nation member such so fall.,1
280,256,1137,5.0,2024-08-22,Stop production official police gun already window board member may low feeling certainly dog.,1
281,149,2145,3.0,2024-05-22,Speech film film information school her charge book beautiful so item.,1
282,67,1666,5.0,2024-05-13,Painting seem clear either size admit hundred real song poor because.,1
283,34,1278,1.0,2024-04-01,Big report manage crime nearly most less able protect.,1
284,232,1422,1.0,2023-12-06,Fill front only explain themselves me condition ask might only.,1
285,83,159,4.0,2023-09-23,,0
286,230,354,5.0,2024-12-17,Mr year if term adult suggest staff year consider claim there financial prevent.,1
287,151,676,4.0,2024-08-14,Bank risk east ahead remain anything particularly week interest statement dream.,1
288,166,256,4.0,2024-01-01,Beyond role the his would dark artist recognize bit.,1
289,8,2032,3.0,2023-06-05,,0
290,274,1997,5.0,2024-10-15,Nearly or page when bag space allow actually fear view spend drive seek many.,1
291,222,1654,1.0,2022-04-14,Operation level present increase sit bit piece hold.,1
292,156,2085,5.0,2022-04-20,Set vote raise pattern seem anything medical better possible.,1
293,138,1888,4.0,2022-12-06,Start forget half act build deal join development morning relationship against two newspaper put.,1
294,126,735,5.0,2023-04-07,Mission about case life set resource life watch black agree real book past.,1
295,1,1395,4.0,2023-10-18,,0
296,224,2173,5.0,2024-01-29,Candidate dark other serve plant his loss simple movement.,1
297,253,89,3.0,2023-03-11,,0
298,117,655,5.0,2024-03-07,Fund dinner language information tell tonight according sometimes natural purpose respond hand goal term.,1
299,157,1929,3.0,2023-05-08,All college either test create should degree house control wife business one smile his.,1
300,38,1589,5.0,2022-02-06,,0
301,59,559,4.0,2023-12-19,,0
302,21,91,4.0,2024-07-12,Necessary suggest employee project after song radio ground join real early sure.,1
303,253,1565,3.0,2022-05-18,Recent vote wall become area break image fear certain authority lose act.,1
304,250,1172,3.0,2024-04-15,Hair without western possible short throughout church summer reflect reason.,1
305,150,617,4.0,2022-01-10,Mrs develop carry my fall at age feeling blue interesting speak avoid administration teach another big.,1
306,242,1299,4.0,2024-08-20,Help rest shake research writer recognize identify some.,1
307,45,132,5.0,2023-08-04,Property very television discussion nearly behavior for star they everybody.,1
308,93,1402,4.0,2022-03-08,,0
309,159,634,3.0,2024-12-14,,0
310,233,237,5.0,2024-09-10,Inside shoulder choice measure space skin talk business line necessary fly share ten carry.,1
311,208,1956,5.0,2022-12-07,Town traditional forget better doctor head none media.,1
312,75,2211,4.0,2024-03-30,Gun choice take police several speech left dinner himself child skill itself.,1
313,50,129,3.0,2024-08-12,Sign institution leg center group kid agree data step less gun south.,1
314,227,1269,3.0,2023-05-12,Mother political discover professor article best fish without morning simply thousand fast authority feeling.,1
315,227,53,3.0,2024-01-21,Relationship public himself class common employee seem rate idea challenge late never.,1
316,157,49,4.0,2023-01-08,Young large investment carry knowledge throughout raise century watch teacher relationship.,1
317,141,67,4.0,2022-08-20,Decade nature TV live reality group by throw issue mean little appear.,1
318,178,2211,4.0,2024-05-17,Something military very year option do arm.,1
319,166,1323,4.0,2023-05-03,,0
320,21,2207,5.0,2023-09-04,Sister since employee get agent modern strong sign listen officer score whatever.,1
321,172,1152,4.0,2024-08-22,Other last week simply fire radio scene in around list other leg.,1
322,69,930,4.0,2023-01-23,,0
323,252,2483,4.0,2023-05-10,General city sure only television drop sit employee suddenly local team see.,1
324,98,2444,5.0,2023-03-27,Lay deal arrive compare want chair billion seven structure.,1
325,177,1284,3.0,2022-04-07,Prepare majority parent why blood clearly single citizen third head eye student.,1
326,67,204,5.0,2023-04-11,,0
327,30,1319,3.0,2024-05-12,Officer discussion hear vote structure western account once southern cost together section yet.,1
328,75,739,5.0,2022-02-04,Some add you three continue however many back institution agent author let thought affect democratic.,1
329,172,2279,5.0,2022-12-12,Hundred create thought always garden action allow on.,1
330,30,300,1.0,2024-01-17,Continue strong contain true heavy difference both space civil everything.,1
331,222,1714,2.0,2024-09-27,,0
332,21,1221,5.0,2022-08-29,Item drop new music when allow huge upon employee choose glass rock stage.,1
333,111,1091,2.0,2022-01-25,Foot recognize despite painting camera red yard manage must beautiful thus brother hold girl answer.,1
334,50,16,3.0,2023-03-09,Stage arrive store responsibility laugh position station law coach popular green day majority perhaps phone.,1
335,282,1328,2.0,2023-10-24,Age reveal media national feeling able security year send suffer against and.,1
336,81,2280,5.0,2023-06-23,,0
337,196,14,5.0,2024-09-22,,0
338,251,1669,5.0,2024-09-10,Professor two north success commercial another control.,1
339,285,991,5.0,2023-08-06,Tough since war think draw allow else occur.,1
340,214,1143,5.0,2024-12-28,,0
341,294,2125,5.0,2024-04-08,Once community church whatever easy community whatever.,1
342,227,1975,4.0,2022-11-04,Group American special town south general wind box those difficult.,1
343,146,124,4.0,2022-01-23,Exist someone raise almost talk ok spend speak expect situation perhaps sense.,1
344,75,1956,3.0,2024-12-29,Cover class sure hour clear interview account Mr get second.,1
345,2,249,4.0,2022-04-25,Yourself discover call whole especially establish class often know four out fine themselves over care.,1
346,263,766,4.0,2023-08-08,,0
347,128,1553,5.0,2022-05-13,Brother drug market cup loss finally he civil.,1
348,264,1408,5.0,2023-11-29,Himself other term political not top game.,1
349,225,2001,1.0,2022-12-08,,0
350,5,62,2.0,2022-06-09,One Congress land reflect between head reveal campaign.,1
351,291,1252,5.0,2024-03-10,,0
352,40,2062,5.0,2023-01-11,Talk ever five property meet truth edge bill town red three international large.,1
353,219,453,5.0,2023-06-25,Ago number citizen score mouth environmental themselves establish course relate.,1
354,21,2396,4.0,2022-11-04,Government discover forward act behind decide sign beyond.,1
355,237,886,5.0,2024-03-05,Federal program any surface magazine option point end.,1
356,158,2223,5.0,2024-09-30,Wind hear scientist team check behavior nation remain effect something focus use social opportunity save wide.,1
357,57,471,5.0,2023-10-13,,0
358,108,1448,5.0,2023-12-28,Sign low among manage him off which thing serious open worry.,1
359,270,1492,3.0,2024-06-27,,0
360,36,2168,4.0,2022-11-07,Great group pay arm future respond program whether ever third four me six.,1
361,9,874,5.0,2024-05-22,Most stop must win fly join soldier career small adult meet huge by once collection.,1
362,200,526,5.0,2023-08-13,,0
363,269,1957,4.0,2023-05-30,Under television point five health size hot new common thank across.,1
364,244,2090,2.0,2024-11-17,,0
365,234,1412,5.0,2022-04-16,,0
366,241,1309,5.0,2022-06-06,Mouth good somebody value if series writer language.,1
367,30,2271,4.0,2023-05-27,In open edge Congress actually surface college class two beautiful now company activity add reduce.,1
368,10,2338,4.0,2022-01-25,Hour story kitchen care huge energy store garden stuff while guess create at.,1
369,156,929,4.0,2023-01-11,,0
370,262,173,5.0,2023-12-11,Positive affect discuss avoid say base detail have customer people care.,1
371,42,2388,5.0,2022-12-08,Student behavior wear develop system reason information again more left probably.,1
372,233,1107,1.0,2023-11-28,Hundred hundred type security store area wish that hospital despite moment vote.,1
373,224,1873,3.0,2024-12-03,,0
374,51,1409,4.0,2022-06-08,Address for leg customer interest know international.,1
375,199,1403,4.0,2022-11-11,Tax pull day test cup improve actually view pay.,1
376,54,599,5.0,2022-05-16,Republican whole federal voice resource home everybody stage break see least.,1
377,174,2156,4.0,2022-10-30,Like thus model live inside truth all teach decade economy factor perhaps and everyone.,1
378,300,915,5.0,2024-08-14,Speak list teach beyond nearly after beautiful suffer people north common recently American.,1
379,47,1021,5.0,2022-06-25,Expert despite film sign back many despite generation sit.,1
380,91,350,5.0,2023-09-19,,0
381,108,1095,5.0,2023-04-10,May home eight now young close them significant have different.,1
382,122,16,5.0,2023-04-26,Individual nothing exactly life cup its relationship as activity.,1
383,34,1739,5.0,2024-04-03,Other dinner themselves personal fine score environmental.,1
384,128,630,4.0,2024-04-24,Hospital everything fly operation administration something ok detail.,1
385,275,1895,4.0,2022-09-30,Back public anyone major positive improve behind develop measure trade energy defense anything road bank.,1
386,7,1218,4.0,2024-01-26,Successful white goal indeed to support capital theory sense identify under top site happy.,1
387,42,2340,5.0,2023-11-27,,0
388,221,2097,4.0,2024-08-02,Think beautiful head military participant almost art laugh under cold successful.,1
